621
14
0,20.75,10.335,1,12,7,0.335,1,1,1,1,1,80,51,1
1,37.5,1.75,0,7,4,0.25,1,0,0,1,1,164,401,0
1,35,3.375,1,7,7,8.29,0,0,0,1,1,0,1,0
1,47.33,6.5,1,7,3,1,0,0,0,1,1,0,229,0
1,24.75,0.54,1,6,3,1,0,0,0,1,1,120,2,0
0,23.58,11.5,0,3,7,3,0,0,0,1,1,20,17,0
0,23,1.835,1,4,2,0,0,1,1,0,1,200,54,0
1,39.42,1.71,0,6,3,0.165,0,0,0,0,0,400,1,0
1,33.17,1,1,13,3,0.75,1,1,7,1,1,340,4072,1
0,18.92,9,1,5,3,0.75,1,1,2,0,1,88,592,1
0,21.25,2.335,1,2,4,0.5,1,1,4,0,0,80,1,1
1,18.08,6.75,0,6,3,0.04,0,0,0,0,1,140,1,0
1,34.58,0,1,7,3,0,0,0,0,0,2,184,1,0
1,30.17,1.085,0,7,3,0.04,0,0,0,0,1,170,180,0
0,29.75,0.665,1,8,3,0.25,0,0,0,1,1,300,1,0
1,31,2.085,1,7,3,0.085,0,0,0,0,1,300,1,0
1,39.08,6,1,6,3,1.29,1,1,5,1,1,108,1098,1
1,42.75,3,1,2,4,1,1,0,0,0,1,0,201,0
0,29.58,1.75,0,3,3,1.25,0,0,0,1,1,280,1,0
1,34.08,2.5,1,7,3,1,0,0,0,0,1,460,17,0
1,28.75,1.5,0,7,3,1.5,1,0,0,1,1,0,226,0
0,69.5,6,1,0,0,0,0,0,0,0,0,0,1,0
0,20.5,11.835,1,7,7,6,1,0,0,0,1,340,1,1
1,17.08,3.29,1,2,3,0.335,0,0,0,1,1,140,3,0
0,26.92,13.5,1,10,7,5,1,1,2,0,1,0,5001,1
1,31.57,10.5,1,13,3,6.5,1,0,0,0,1,0,1,1
1,20.17,5.625,1,8,3,1.71,1,0,0,0,0,120,1,1
1,20.5,10,0,7,3,2.5,1,0,0,0,0,40,1,1
0,20.33,10,1,7,7,1,1,1,4,0,1,50,1466,1
1,48.08,3.75,1,2,4,1,0,0,0,0,1,100,3,0
1,28.67,14.5,1,1,3,0.125,0,0,0,0,1,0,287,0
1,34.25,3,1,12,7,7.415,1,0,0,1,1,0,1,1
1,31.57,3,0,2,4,7,0,0,0,0,1,0,2,0
1,31.67,16.165,1,1,3,3,1,1,9,0,1,250,731,1
0,49.83,13.585,1,3,7,8.5,1,0,0,1,1,0,1,1
1,17.42,6.5,1,2,3,0.125,0,0,0,0,1,60,101,0
1,54.42,0.5,0,3,7,3.96,1,0,0,0,1,180,315,1
1,32.33,7.5,1,9,4,1.585,1,0,0,1,0,420,1,0
1,27.83,1,0,1,7,3,0,0,0,0,1,176,538,0
0,45.33,1,1,10,3,0.125,0,0,0,1,1,263,1,0
1,47.17,5.835,1,8,3,5.5,0,0,0,0,1,465,151,0
0,51.92,6.5,1,2,4,3.085,0,0,0,1,1,73,1,0
1,42.5,4.915,0,8,3,3.165,1,0,0,1,1,52,1443,1
0,16.08,0.335,1,0,0,0,0,1,1,0,1,160,127,0
0,17.58,9,1,5,3,1.375,1,0,0,1,1,0,1,1
1,31.57,4,1,13,3,5,1,1,3,1,1,290,2280,1
1,22.08,11,1,12,3,0.665,1,0,0,0,1,100,1,1
1,42.83,1.25,1,6,3,13.875,0,1,1,1,1,352,113,0
1,30.08,1.04,0,2,4,0.5,1,1,10,1,1,132,29,0
1,20,1.25,0,3,3,0.125,0,0,0,0,1,140,5,0
1,39.17,1.71,1,13,3,0.125,1,1,5,1,1,480,1,1
1,23.08,11.5,1,8,7,2.125,1,1,11,1,1,290,285,1
1,59.5,2.75,1,8,3,1.75,1,1,5,1,1,60,59,1
1,41,0.04,1,9,3,0.04,0,1,1,0,0,560,1,1
1,22.08,11.46,1,3,3,1.585,0,0,0,1,1,100,1213,0
1,21.42,0.75,0,11,6,0.75,0,0,0,1,1,132,3,0
0,33.25,3,0,5,3,2,0,0,0,0,1,180,1,0
1,40.58,3.29,1,6,3,3.5,0,0,0,1,0,400,1,0
1,33.67,2.165,1,7,3,1.5,0,0,0,0,2,120,1,0
1,13.75,4,0,8,3,1.75,1,1,2,1,1,120,1001,1
1,34.83,2.5,0,8,3,3,0,0,0,0,0,200,1,0
1,39.33,5.875,1,12,7,10,1,1,14,1,1,399,1,1
1,29.83,2.04,0,13,7,0.04,0,0,0,0,1,128,2,0
1,19.5,0.29,1,3,3,0.29,0,0,0,0,1,280,365,0
1,19.42,1.5,0,12,3,2,1,0,0,1,1,100,21,0
1,28.67,9.335,1,10,7,5.665,1,1,6,0,1,381,169,1
1,20,7,1,7,3,0.5,0,0,0,0,1,0,1,0
1,23.25,12.625,1,7,3,0.125,0,1,2,0,1,0,5553,0
1,25.42,0.54,1,8,3,0.165,0,1,1,0,1,272,445,0
1,27.83,4,0,2,7,5.75,1,1,2,1,1,75,1,0
0,52.83,15,1,7,3,5.5,1,1,14,0,1,0,2201,1
1,31.57,0.5,1,7,4,0.835,1,0,0,1,0,320,1,0
0,27.42,14.5,1,13,7,3.085,1,1,1,0,1,120,12,1
1,27.67,13.75,1,8,3,5.75,1,0,0,1,1,487,501,1
1,26.75,1.125,1,13,7,1.25,1,0,0,0,1,0,5299,1
0,22.5,11,0,10,3,3,1,0,0,1,1,268,1,0
0,47.75,8,1,7,3,7.875,1,1,6,1,1,0,1261,1
0,24.92,1.25,1,0,0,0,1,0,0,0,1,80,1,0
1,51.58,15,1,7,3,8.5,1,1,9,0,1,0,1,1
0,22.67,7,1,7,3,0.165,0,0,0,0,1,160,1,0
1,74.83,19,0,0,0,0.04,0,1,2,0,1,0,352,0
0,27.17,1.25,1,0,0,0,0,1,1,0,1,92,301,0
1,29.67,1.415,1,8,7,0.75,1,1,1,0,1,240,101,1
0,34.83,1.25,0,2,7,0.5,0,0,0,1,1,160,1,0
1,67.75,5.5,1,9,8,13,1,1,1,1,1,0,1,1
1,41.17,4.04,1,12,7,7,1,1,8,0,1,320,1,1
1,53.92,9.625,1,9,3,8.665,1,1,5,0,1,0,1,1
1,27.67,0.75,1,10,7,0.165,0,0,0,1,1,220,252,0
1,18.08,5.5,1,3,3,0.5,1,0,0,0,1,80,1,1
1,16.25,0,0,5,3,0.25,0,0,0,0,1,60,1,0
1,24.58,12.5,1,8,3,0.875,1,0,0,1,1,260,1,0
1,28.58,3.625,1,5,3,0.25,0,0,0,1,1,100,1,0
1,27,1.5,0,8,3,0.375,1,0,0,1,1,260,1066,1
0,16.33,0.21,1,5,3,0.125,0,0,0,0,1,200,2,0
0,56.83,4.25,0,0,0,5,0,0,0,1,1,0,5,0
1,27.67,2,1,13,7,1,1,1,4,0,1,140,7545,1
1,24.83,2.75,1,7,3,2.25,1,1,6,0,1,184,601,1
1,23.42,1,1,7,3,0.5,0,0,0,1,0,280,1,0
1,18.25,0.165,1,1,3,0.25,0,0,0,1,0,280,1,0
1,26.67,4.25,1,12,3,4.29,1,1,1,1,1,120,1,1
0,17.83,11,1,13,7,1,1,1,11,0,1,0,3001,1
1,24.08,9,1,5,3,0.25,0,0,0,1,1,0,1,0
1,23,0.75,1,6,3,0.5,1,0,0,1,0,320,1,0
0,36.58,0.29,1,0,0,0,0,1,10,0,1,200,19,0
1,24.58,13.5,0,0,0,0,0,0,0,0,1,184,1,0
0,27.67,2.04,1,8,3,0.25,0,0,0,1,1,180,51,0
1,47.67,0.29,1,7,4,15,1,1,20,0,1,0,15001,1
1,20.42,1.835,1,7,3,2.25,1,1,1,0,1,100,151,1
1,48.17,7.625,1,8,7,15.5,1,1,12,0,1,0,791,1
1,23.25,4,1,7,4,0.25,1,0,0,1,1,160,1,1
1,56.58,18.5,1,1,4,15,1,1,17,1,1,0,1,1
1,37.58,0,1,7,3,0,0,0,0,0,2,184,1,1
0,31.57,11.25,1,0,0,0,0,0,0,0,1,184,5201,0
1,27.25,0.625,1,5,3,0.455,1,0,0,1,1,200,1,0
1,31.57,0.625,1,3,3,0.25,0,0,0,0,1,380,2011,0
1,41.58,1.75,1,3,3,0.21,1,0,0,0,1,160,1,0
1,63.33,0.54,1,7,3,0.585,1,1,3,1,1,180,1,0
0,28.58,3.75,1,7,3,0.25,0,1,1,1,1,40,155,0
0,18.08,0.375,2,12,0,10,0,0,0,1,0,300,1,1
0,15.83,0.585,1,7,7,1.5,1,1,2,0,1,100,1,1
1,22.67,1.585,0,8,3,3.085,1,1,6,0,1,80,1,1
1,27.75,1.29,1,3,7,0.25,0,0,0,1,0,140,1,0
1,39.25,9.5,1,6,3,6.5,1,1,14,0,1,240,4608,1
0,60.58,16.5,1,10,3,11,1,0,0,1,1,21,10562,1
0,20.42,0.835,1,10,3,1.585,1,1,1,0,1,0,1,1
0,35.75,0.915,1,5,3,0.75,1,1,4,0,1,0,1584,1
1,31.83,2.5,1,5,3,7.5,1,0,0,1,1,523,1,0
0,25.25,12.5,1,1,3,1,0,0,0,1,1,180,1063,0
0,50.25,0.835,1,5,3,0.5,0,0,0,1,1,240,118,0
0,24.33,2.5,0,2,4,4.5,0,0,0,0,1,200,457,0
1,22.58,1.5,0,5,3,0.54,0,0,0,1,1,120,68,0
1,19.5,9.585,1,5,3,0.79,0,0,0,0,1,80,351,0
1,51.83,3,0,0,0,1.5,0,0,0,0,1,180,5,0
1,38.58,3.335,1,8,3,4,1,1,14,0,1,383,1345,1
0,27.25,0.29,1,6,7,0.125,0,1,1,1,1,272,109,0
1,33,2.5,0,8,3,7,0,0,0,1,1,280,1,0
0,24.75,12.5,1,5,3,1.5,1,1,12,1,1,120,568,1
0,28.58,3.54,1,2,4,0.5,1,0,0,1,1,171,1,0
1,31.57,5,0,5,3,8.5,1,0,0,0,1,0,1,0
1,36.42,0.75,0,1,3,0.585,0,0,0,0,1,240,4,0
0,26.08,8.665,1,5,3,1.415,1,0,0,0,1,160,151,1
0,31.92,3.125,1,0,0,3.04,0,1,2,1,1,200,5,0
1,54.58,9.415,1,0,0,14.415,1,1,11,1,1,30,301,1
0,27.67,1.5,1,6,3,2,1,0,0,0,0,368,1,0
1,49.58,19,1,0,0,0,1,1,1,0,1,94,1,0
1,18.83,0,1,10,3,0.665,0,0,0,0,1,160,2,0
1,25.75,0.75,1,7,4,0.25,1,0,0,0,1,349,24,1
1,18.33,1.21,0,9,1,0,0,0,0,0,1,100,1,0
1,25.67,2.21,0,5,3,4,1,0,0,0,1,188,1,0
0,36.75,5.125,1,9,3,5,1,0,0,1,1,0,4001,1
1,28.25,0.875,1,6,3,0.96,1,1,3,1,1,396,1,1
0,25,12.33,1,12,7,3.5,1,1,6,0,1,400,459,1
0,46.08,3,1,7,3,2.375,1,1,8,1,1,396,4160,1
0,20.75,9.54,1,2,3,0.04,0,0,0,0,1,200,1001,0
0,41.33,1,1,2,4,2.25,1,0,0,1,1,0,301,1
1,35.17,2.5,1,3,3,4.5,1,1,7,0,1,150,1271,1
1,27.25,1.585,1,12,7,1.835,1,1,12,1,1,583,714,1
1,32.75,2.335,1,1,7,5.75,0,0,0,1,1,292,1,0
1,21.17,0,1,7,3,0.5,0,0,0,1,0,0,1,0
1,22.92,3.165,0,7,3,0.165,0,0,0,0,1,160,1059,0
1,36.67,3.25,1,10,7,9,1,0,0,1,1,102,640,1
1,23.17,11.125,1,13,7,0.46,1,1,1,0,1,100,1,1
0,19.67,0.21,1,10,7,0.29,1,1,11,0,1,80,100,1
1,42,0.205,1,2,7,5.125,1,0,0,0,1,400,1,1
1,27.83,1.5,1,8,3,2,1,1,11,1,1,434,36,1
0,25.75,0.5,1,7,7,0.875,1,0,0,1,1,491,1,1
1,48.58,0.205,0,3,3,0.25,1,1,11,0,1,380,2733,1
1,26.67,14.585,1,2,4,0,0,0,0,1,1,178,1,0
1,44,2,1,6,3,1.75,1,1,2,1,1,0,16,1
1,32.08,4,0,12,3,1.5,0,0,0,1,1,120,1,0
1,32.67,9,0,8,7,5.25,1,0,0,1,1,154,1,1
0,20.83,8.5,1,7,3,0.165,0,0,0,0,1,0,352,0
0,22.83,2.29,1,10,7,2.29,1,1,7,1,1,140,2385,1
1,24.33,6.625,0,1,3,5.5,1,0,0,1,0,100,1,1
0,22.75,6.165,1,5,3,0.165,0,0,0,0,1,220,1001,0
1,19.33,9.5,1,10,3,1,1,0,0,1,1,60,401,1
0,65.17,14,1,0,0,0,1,1,11,1,1,0,1401,1
0,25.58,0,1,7,3,0,0,0,0,0,2,184,1,1
0,19.58,0.665,1,8,3,1.665,0,0,0,0,1,220,6,0
1,76.75,22.29,1,9,8,12.75,1,1,1,1,1,0,110,1
1,19.17,0,0,6,4,0,0,0,0,1,0,500,2,1
1,49.17,2.29,1,0,0,0.29,0,0,0,0,1,200,4,0
1,23.92,0.585,0,12,7,0.125,0,0,0,0,1,240,2,0
0,38.75,1.5,1,0,0,0,0,0,0,0,1,76,1,0
1,31.42,15.5,1,7,3,0.5,1,0,0,0,1,120,1,0
1,22.08,0.83,1,7,7,2.165,0,0,0,1,1,128,1,1
0,47.42,8,1,9,4,6.5,1,1,6,0,1,375,51101,1
0,32,6,1,1,3,1.25,0,0,0,0,1,272,1,0
1,41.33,0,1,7,4,15,1,0,0,0,1,0,1,1
1,41.42,5,1,10,7,5,1,1,6,1,1,470,1,1
0,56.5,16,1,4,0,0,1,1,15,0,1,0,248,1
0,15.83,7.625,1,10,3,0.125,0,1,1,1,1,0,161,0
1,54.83,15.5,1,9,8,0,1,1,20,0,1,152,131,0
1,44.25,0.5,1,6,3,10.75,1,0,0,0,0,400,1,0
0,32.25,1.5,1,7,3,0.25,0,0,0,1,1,372,123,0
1,21.5,11.5,1,2,3,0.5,1,0,0,1,1,100,69,0
1,23.58,0.835,1,2,7,0.085,0,0,0,1,1,220,6,0
0,20.42,10.5,0,13,7,0,0,0,0,1,1,154,33,0
1,29.58,4.75,1,6,3,2,0,1,1,1,1,460,69,0
0,22.67,0.335,1,10,3,0.75,0,0,0,0,0,160,1,0
1,33.17,1.04,1,11,7,6.5,1,0,0,1,1,164,31286,1
0,33.08,4.625,1,10,7,1.625,1,1,2,0,1,0,1,1
1,23.92,1.5,1,1,7,1.875,1,1,6,0,1,200,328,1
1,22.5,11.5,0,6,3,1.5,0,0,0,1,1,0,4001,0
1,34.42,1.335,1,2,4,0.125,0,0,0,1,1,440,4501,0
1,41.17,1.335,1,1,3,0.165,0,0,0,0,1,168,1,0
1,22.33,11,1,8,3,2,1,1,1,0,1,80,279,1
0,20.67,3,1,10,3,0.165,1,1,3,0,1,100,7,1
0,33.17,2.25,0,12,3,3.5,0,0,0,1,1,200,142,0
0,36,1,1,7,3,2,1,1,11,0,1,0,457,1
1,24.08,0.875,1,6,3,0.085,0,1,4,0,1,254,1951,0
1,23.25,1,1,7,3,0.835,1,0,0,0,0,300,1,1
1,44.83,7,0,7,3,1.625,0,0,0,0,1,160,3,0
1,73.42,17.75,1,0,0,0,1,0,0,1,1,0,1,1
1,31.92,4.46,1,12,7,6.04,1,1,3,0,1,311,301,1
0,30,5.29,1,9,1,2.25,1,1,5,1,1,99,501,1
0,33.25,2.5,0,7,3,2.5,0,0,0,1,1,0,3,0
1,22.5,0.125,0,3,3,0.125,0,0,0,0,1,200,71,0
1,21.83,0.25,1,1,7,0.665,1,0,0,1,1,0,1,1
1,30.17,6.5,1,12,3,3.125,1,1,8,0,1,330,1201,1
1,19.67,10,0,3,7,0.835,1,0,0,1,1,140,1,0
0,42.25,1.75,0,7,3,0,0,0,0,1,1,150,2,0
1,23.33,1.5,1,7,7,1.415,1,0,0,0,1,422,201,1
1,25,12,1,3,3,2.25,1,1,2,1,1,120,6,0
0,55.75,7.08,1,3,7,6.75,1,1,3,1,1,100,51,0
1,23.5,3.165,0,3,3,0.415,0,1,1,1,1,280,81,0
1,52.5,6.5,1,3,3,6.29,1,1,15,0,1,0,11203,1
1,26.83,0.54,1,3,0,0,0,0,0,0,1,100,1,0
1,18,0.165,1,10,6,0.21,0,0,0,0,1,200,41,1
1,25.5,0.375,1,6,3,0.25,1,1,3,0,1,260,15109,1
0,29.5,2,0,9,7,2,0,0,0,0,1,256,18,0
1,26.75,2,1,1,3,0.75,0,0,0,1,1,80,1,0
0,31.57,3.5,1,1,3,3,1,0,0,1,1,300,1,0
0,20.42,7.5,1,3,3,1.5,1,1,1,0,1,160,235,1
1,64.08,20,1,13,7,17.5,1,1,9,1,1,0,1001,1
1,44.33,0.5,1,2,7,5,1,0,0,1,1,320,1,1
1,29.83,1.25,0,3,3,0.25,0,0,0,0,1,224,1,0
1,56.42,28,0,7,3,28.5,1,1,40,0,1,0,16,1
1,26.17,12.5,0,3,7,1.25,0,0,0,1,1,0,18,0
1,48.75,8.5,1,7,7,12.5,1,1,9,0,1,181,1656,1
1,34.75,2.5,1,12,4,0.5,0,0,0,0,1,348,1,0
1,59.67,1.54,1,10,3,0.125,1,0,0,1,1,260,1,1
1,17.25,3,1,3,3,0.04,0,0,0,1,1,160,41,0
1,34.08,0.08,0,6,4,0.04,1,1,1,1,1,280,2001,1
1,20.08,0.25,1,10,3,0.125,0,0,0,0,1,200,1,0
0,23,11.75,1,13,7,0.5,1,1,2,1,1,300,552,1
1,21.08,10.085,0,9,7,1.25,0,0,0,0,1,260,1,0
1,42.17,5.04,1,10,7,12.75,1,0,0,1,1,92,1,1
1,65.42,11,1,9,8,20,1,1,7,1,1,22,1,1
1,26.17,0.25,1,2,4,0,1,0,0,1,1,0,1,1
1,56.75,12.25,1,6,3,1.25,1,1,4,1,1,200,1,1
1,22.67,0.165,1,7,2,2.25,0,0,0,1,0,0,1,1
1,37.5,0.835,1,9,3,0.04,0,0,0,0,1,120,6,0
1,25.67,0.29,0,7,3,1.5,0,0,0,1,1,160,1,0
1,39,5,1,12,3,3.5,1,1,10,1,1,0,1,1
0,38.25,6,1,3,3,1,1,0,0,1,1,0,1,1
1,21.83,1.54,1,3,3,0.085,0,0,0,1,1,356,1,0
0,19.75,0.75,1,7,3,0.795,1,1,5,1,1,140,6,0
0,22.5,8.5,1,10,3,1.75,1,1,10,0,1,80,991,0
0,21.5,6,1,5,3,2.5,1,1,3,0,1,80,919,1
1,36.17,18.125,1,8,3,0.085,0,0,0,0,1,320,3553,0
1,19.42,7.25,1,6,3,0.04,0,1,1,0,1,100,2,0
1,35.58,0.75,1,3,3,1.5,0,0,0,1,1,231,1,0
0,28.42,3.5,1,8,3,0.835,1,0,0,0,0,280,1,1
0,18.83,4.415,0,7,7,3,1,0,0,0,1,240,1,1
0,37.75,5.5,1,10,3,0.125,1,0,0,1,1,228,1,1
0,33.75,0.75,1,3,4,1,1,1,3,1,1,212,1,0
0,15.92,2.875,1,10,3,0.085,0,0,0,0,1,120,1,0
1,48.33,12,1,6,3,16,1,0,0,0,0,110,1,1
1,22.17,12.125,1,7,3,3.335,0,1,2,1,1,180,174,0
1,17.58,10,1,8,7,0.165,0,1,1,0,1,120,2,0
1,20.42,0,1,7,3,0,0,0,0,0,2,184,1,0
0,22.5,8.46,0,13,3,2.46,0,0,0,0,1,164,1,1
1,24.58,1.25,1,7,3,0.25,0,0,0,0,1,110,1,0
1,43.17,2.25,1,2,4,0.75,1,0,0,0,1,560,1,0
1,24.42,12.335,1,10,7,1.585,1,0,0,1,1,120,1,1
1,35.75,2.415,1,8,3,0.125,0,1,2,0,1,220,2,0
0,41,2.04,0,10,7,0.125,1,1,23,1,1,455,1237,1
0,57.58,2,1,0,0,6.5,0,1,1,0,1,0,11,0
1,23.75,12,1,7,3,2.085,0,0,0,0,0,80,1,0
0,28.5,1,1,10,3,1,1,1,2,1,1,167,501,0
1,40.92,0.5,0,6,3,0.5,0,0,0,1,1,130,1,0
0,48.17,1.335,1,2,6,0.335,0,0,0,0,1,0,121,0
0,17.92,10.21,1,0,0,0,0,0,0,0,1,0,51,0
1,23.08,2.5,1,7,3,1.085,1,1,11,1,1,60,2185,1
1,16,3.125,1,8,3,0.085,0,1,1,0,1,0,7,0
1,37.5,1.125,0,1,3,1.5,0,0,0,1,1,431,1,1
1,32.42,2.165,0,3,0,0,0,0,0,0,1,120,1,0
0,40.83,3.5,1,2,4,0.5,0,0,0,0,0,1160,1,0
1,23.25,1.5,1,10,3,2.375,1,1,3,1,1,0,583,1
1,36.17,5.5,1,2,4,5,0,0,0,0,1,210,688,0
1,23.42,0.585,1,7,7,0.085,1,0,0,0,1,180,1,0
1,25.67,3.25,1,7,7,2.29,0,1,1,1,1,416,22,0
1,23.08,11.5,1,2,3,3.5,1,1,9,0,1,56,743,1
1,41.92,0.42,1,7,7,0.21,1,1,6,0,1,220,949,1
1,31.57,0.04,0,1,3,4.25,0,0,0,1,1,460,1,0
1,57.42,8.5,1,9,7,7,1,1,3,0,1,0,1,1
1,52.42,1.5,1,1,3,3.75,0,0,0,1,1,0,351,0
1,32.25,14,0,0,0,0,0,1,2,0,1,160,2,0
1,25.17,6,1,7,3,1,1,1,3,0,1,0,1,1
0,22.67,0.75,1,7,3,2,0,1,2,1,1,200,395,0
0,21.08,5,0,0,0,0,0,0,0,0,1,0,1,0
1,34.5,4.04,0,2,4,8.5,1,1,7,1,1,195,1,1
1,62.75,7,1,9,8,0,0,0,0,0,1,0,13,0
1,41.75,0.96,1,13,3,2.5,1,0,0,0,1,510,601,1
1,57.83,7.04,1,6,3,14,1,1,6,1,1,360,1333,1
1,21.17,0.875,0,7,7,0.25,0,0,0,0,1,280,205,0
0,36.75,4.71,1,0,0,0,0,0,0,0,1,160,1,0
1,25.25,1,1,5,3,0.5,0,0,0,0,1,200,1,0
0,40.33,7.54,0,10,7,8,1,1,14,0,1,0,2301,1
0,24.58,0.67,1,5,7,1.75,1,0,0,0,1,400,1,0
1,37.42,2.04,1,8,3,0.04,1,0,0,1,1,400,5801,1
0,18.75,7.5,1,10,3,2.71,1,1,5,0,1,184,26727,1
0,25.42,1.125,1,10,3,1.29,1,1,2,0,1,200,1,0
1,28.33,5,1,8,3,11,1,0,0,1,1,70,1,1
1,41.17,1.25,0,8,3,0.25,0,0,0,0,1,0,196,0
1,29.92,1.835,1,7,7,4.335,1,0,0,0,1,260,201,1
0,35.42,12,1,10,7,14,1,1,8,0,1,0,6591,1
0,45.83,10.5,1,10,3,5,1,1,7,1,1,0,1,1
1,42.08,1.04,1,8,3,5,1,1,6,1,1,500,10001,1
1,33.58,0.335,0,12,3,0.085,0,0,0,0,1,180,1,0
1,20.67,0.415,1,7,3,0.125,0,0,0,0,1,0,45,0
1,44.25,11,0,1,3,1.5,1,0,0,0,0,0,1,0
1,29.5,0.58,1,8,3,0.29,0,1,1,0,1,340,2804,0
0,18.83,9.54,1,5,3,0.085,1,0,0,0,1,100,1,1
1,32.25,0.165,0,7,7,3.25,1,1,1,1,1,432,8001,1
